AICTE ID,NAME,PROGRAMME,UNIVERSITY,LEVEL OF COURSE,COURSE,INTAKE,ADDRESS,ZONE,CITY,DISTRICT,STATE,INSTITUTE TYPE,,
1-36462439635,UNIVERSAL COLLEGE OF ENGINEERING AND TECHNOLOGY,MANAGEMENT,"JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY, KAKINADA",POST GRADUATE,MBA,60,"DOKIPARRU (VILLAGE) MEDIKONDUR (MANDAL), GUNTUR-522 438.",COASTAL ANDHRA,MEDIKONDUR,GUNTUR,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36939565348,YALAMARTY INSTITUTE OF COMPUTER SCIENCES,MANAGEMENT,"JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY, KAKINADA",POST GRADUATE,MBA,60,YALAMARTY NAGAR TARLUWADA VILLAGE ANANDAPURAM MANDAL VISAKHAPATNAM-530052,COASTAL,VISAKHAPATNAM,VISHAKHAPATNAM,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36462837116,ESWAR COLLEGE OF ENGINEERING,MANAGEMENT,"JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY, KAKINADA",POST GRADUATE,MBA,60,"ESWAR COLLEGE OF ENGINEERING KESANUPALLY(V), NARASARAOPET(M), GUNTUR(DIST)-522601, ANDHRA PRADESH, INDIA",COASTAL ANDHRA,NARASARAOPET,GUNTUR,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36945701334,NAGARJUNA INSTITUTE OF MANAGEMENT STUDIES,MANAGEMENT,"JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY, KAKINADA",POST GRADUATE,MBA,240,NAGARJUNA INSTITUTE OF MANAGEMENT STUDIES CHEKURAPADU NGPADU MANDAL PRAKASAM DT ANDRA PRADESH.,COASTAL,CHEKURAPADU,PRAKASAM,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36463312199,ST. VINCENT DE PAUL COLLEGE,MANAGEMENT,"ADIKAVI NANNAYA UNIVERSITY, RAJAHMUNDRY",POST GRADUATE,MBA,60,DUGGIRALA,COASTAL ANDHRA,DUGGIRALA,WEST GODAVARI,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36950669867,JNTUA SCHOOL OF MANAGEMENT STUDIES,MANAGEMENT,"JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY, ANANTAPUR",POST GRADUATE,MBA(FIN TECH),60,SIR M VISWESWARAIAH ROAD,RAYALASEEMA,ANANTAPUR,ANANTAPUR,ANDHRA PRADESH,GOVERNMENT,,
1-36950669867,JNTUA SCHOOL OF MANAGEMENT STUDIES,MANAGEMENT,"JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY, ANANTAPUR",POST GRADUATE,MBA(GENERAL MANAGEMENT),60,SIR M VISWESWARAIAH ROAD,RAYALASEEMA,ANANTAPUR,ANANTAPUR,ANDHRA PRADESH,GOVERNMENT,,
1-36465592750,PRIYADARSHINI COLLEGE OF ENGINEERING & TECHNOLOGY,MANAGEMENT,"JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY, ANANTAPUR",POST GRADUATE,MBA,60,KANUPARTHIPADU NELLORE - 524004 SPSR NELLORE(DIST.),COASTAL ANDHRA,NELLORE,NELLORE,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36950924301,RAJIV GANDHI INSTITUTE OF MANAGEMENT & SCIENCE,MANAGEMENT,"JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY, KAKINADA",POST GRADUATE,MBA,540,"124, THIMMAPURAM VILLAGE, ACTHMPETA, KAKINADA - 533 005.",COASTAL,KAKINADA,EAST GODAVARI,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36466327012,VISAKHA INSTITUTE FOR PROFES SIONAL STUDIES,MANAGEMENT,"ANDHRA UNIVERSITY, VISAKHAPATNAM",POST GRADUATE,MBA,60,"KAPULUPPADA, VISAKAPATNAM URBAN AGGLOMERATION VISAKHAPATNAM",COASTAL ANDHRA,KAPULUPPADA,VISHAKHAPATNAM,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36946004362,PRIYADARSHINI INSTITUTE OF TECHNOLOGY & SCIENCE,MANAGEMENT,"JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY, KAKINADA",POST GRADUATE,MBA,180,"CHINTALAPUDI, DUGGIRALA MANDAL, NEAR TENALI, GUNTUR DIST - ANDHRA PRADESH - 522 306",COASTAL,CHINTALAPUDI,GUNTUR,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36466368384,GONNA INSTITUTE OF INFORMATION TECHNOLOGY AND SCIENCES,MANAGEMENT,"JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY, KAKINADA",POST GRADUATE,MBA(GENERAL MANAGEMENT),240,"WARD NO:-56, GONNAVANI PALEM, AGANAMPUDI, VISAKHAPATNAM.",COASTAL ANDHRA,AGANAMPUDI,VISHAKHAPATNAM,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36946159229,BABA INSTITUTE OF TECHNOLOGY AND SCIENCES,MANAGEMENT,"JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY, ANANTAPUR",POST GRADUATE,MBA (BUSINESS ANALYTICS),60,"P M PALEM, MADHURAWADA",COASTAL,VISAKHAPATNAM,VISHAKHAPATNAM,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36466432067,GAYATRI VIDYA PARISHAD COLLEGE FOR DEGREE AND PG COURSES,MANAGEMENT,"ANDHRA UNIVERSITY, VISAKHAPATNAM",POST GRADUATE,MBA (BUSINESS ANALYTICS),60,"YENDADA VILLAGE, RUSHIKONDA,VISAKHAPATNAM - 530 045",COASTAL ANDHRA,RUSHIKONDA,VISHAKHAPATNAM,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36591648167,JAGAN'S INSTITUTE OF MANAGEMENT AND COMPUTER STUDIES,MANAGEMENT,"VIKRAM SIMHAPURI UNIVERSITY, NELLORE",POST GRADUATE,MBA,240,"S.CHAAVAN INSTITUTE OF COMPUTER APPLICATIONS JANGALAKANDRIGA(VI), MUTHUKUR(MD) SPSR NELLORE (DT) ANDHRA PRADESH PIN: 524346",COASTAL,GUNTUR,NELLORE,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36591648167,JAGAN'S INSTITUTE OF MANAGEMENT AND COMPUTER STUDIES,MANAGEMENT,"VIKRAM SIMHAPURI UNIVERSITY, NELLORE",POST GRADUATE,MBA (HEALTH CARE AND HOSPITAL MANAGEMENT),60,"S.CHAAVAN INSTITUTE OF COMPUTER APPLICATIONS JANGALAKANDRIGA(VI), MUTHUKUR(MD) SPSR NELLORE (DT) ANDHRA PRADESH PIN: 524346",COASTAL,GUNTUR,NELLORE,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36467607648,VEERAVALLI VIDY SUNDAR P.G. COLLEGE,MANAGEMENT,"ANDHRA UNIVERSITY, VISAKHAPATNAM",POST GRADUATE,MBA,180,BURUGUPUDI KORUKONDA MANDAL RAJAHMUNDRY EAST GODAVARI DT.,COASTAL ANDHRA,BURUGUPUDI,EAST GODAVARI,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36565873603,BIT INSTITUTE OF TECHNOLOGY,MANAGEMENT,"ANDHRA UNIVERSITY, VISAKHAPATNAM",POST GRADUATE,MBA,180,"S.NO. 284/1, MALGUR (V), BEEREPALLI (P), H.S. MANDIR (S.O), HINDUPUR",RAYALASEEMA,HINDUPUR,ANANTAPUR,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36468306152,ADDANKI INSTITUTE OF MANAGEMENT AND SCIENCES,MANAGEMENT,"JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY, KAKINADA",POST GRADUATE,MBA,120,ADDANKI INSTITUTE OF MANAGEMENT AND SCIENCES NEAR SINGARA KONDA NRT ROAD NORTH ADDANKI ADDANKI MANDAL PRAKASAM DISTRICT 523201,COASTAL ANDHRA,ADDANKI,PRAKASAM,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36566192365,SAMATA COLLEGE,MANAGEMENT,"ACHARYA NAGARJUNA UNIVERSITY, GUNTUR",POST GRADUATE,MBA,60,"SECTOR : 10, M.V.P.COLONY, VISAKHAPATNAM - 530 017",COASTAL ANDHRA,VISAKHAPATNAM,VISHAKHAPATNAM,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36468413669,GLOBAL INSTITUTE OF MANAGEMENT AND TECHNOLOGY,MANAGEMENT,"JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY, KAKINADA",POST GRADUATE,MBA,60,"KOYYURU ROAD, BOMMULURU, HANUMAN JUNCTION, KRISHNA DISTRICT - 521 105, ANDHRA PRADESH.",COASTAL ANDHRA,HANUMAN JUNCTION,KRISHNA,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36565539169,ALLAGADDA INSTITUTE OF MANAGEMENT SCIENC,MANAGEMENT,"SRI KRISHNADEVARAYA UNIVERSITY, ANANTAPUR",POST GRADUATE,MBA,60,"KANDUKURIMETTA, ALLAGADDA, KURNOOL(DIST), ANDHRA PRADESH",RAYALASEEMA,ALLAGADDA,KURNOOL,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36468796867,AVANTHI INSTITUTE OF ENGINEERING & TECHNOLOGY,MANAGEMENT,"JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY, KAKINADA",POST GRADUATE,MBA,120,"TAMARAM VILLAGE, MAKAVARAPALEM MANDAL, NARSIPATNAM REVENUE DIVISION, VISAKHAPATNAM DIST.",COASTAL ANDHRA,MAKAVARAPALEM,VISHAKHAPATNAM,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36565826941,HAINDAVI PG COLLEGE (MBA),MANAGEMENT,"JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY, ANANTAPUR",POST GRADUATE,MBA,60,"PUTTAPARTHY ROAD, DHARMAVARAM - 515671, ANANTAPUR DISTRICT, A.P.",RAYALASEEMA,DHARMAVARAM,ANANTAPUR,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36469042105,ROYAL SCHOOL OF INFORMATION & MANAGEMENT SCIENCES,MANAGEMENT,"SRI VENKATESWARA UNIVERSITY, TIRUPATI",POST GRADUATE,MBA,150,"AGARALA,OPP.CHANDRAGIRI FORT,TIRUPATI-CHITTOOR HIGHWAY,CHANDRAGIRI(M)",RAYALASEEMA,TIRUPATI,CHITTOOR,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36566193027,VASAVI MCA&MBA COLLEGE,MANAGEMENT,"JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY, KAKINADA",POST GRADUATE,MBA,60,KANDULA PURAM CUMBUM PRAKASAM (DIST)-523333,COASTAL ANDHRA,CUMBUM,PRAKASAM,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36469366812,SRI SARATHI INSTITUTE OF ENGINEERING & TECHNOOLOGY,MANAGEMENT,"JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY, KAKINADA",POST GRADUATE,MBA(GENERAL MANAGEMENT),120,"DR. NO:2-78-10A, NEAR MDO OFFICE, NUZVID - 521201 KRISHNA DIST., ANDHRA PRADESH.",COASTAL ANDHRA,NUZVID,KRISHNA,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36566628007,CENTRE FOR MANAGEMENT & TECHNOLOGY (CMT),MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM,40,"P.M.PALEM, MADHURAWADA, VISAKHAPATANAM-530041.",COASTAL ANDHRA,VISAKHAPATNAM,VISHAKHAPATNAM,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36470066961,SAPTHAGIRI INSTITUTE OF MANAGEMENT,MANAGEMENT,"SRI KRISHNADEVARAYA UNIVERSITY, ANANTAPUR",POST GRADUATE,MBA,180,"D.NO: 20-9-1/7, NIMKAMPALLI ROAD, HINDUPUR - 515201, ANANTAPUR(DIST), A.P",RAYALASEEMA,HINDUPUR,ANANTAPUR,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36567092918,SREE VENKATESWARA COLLEGE OF ENGINEERING,MANAGEMENT,"JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY, ANANTAPUR",POST GRADUATE,MBA,120,"GOLDEN NAGAR, NH-5-NORTH RAJUPALEM BYPASS ROAD.",COASTAL ANDHRA,NORTH RAJUPALEM,NELLORE,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36470108929,SREE KONASEEMA BHANOJI RAMARS COLLEGE,MANAGEMENT,"ADIKAVI NANNAYA UNIVERSITY, RAJAHMUNDRY",POST GRADUATE,MBA,60,S.K.B.R.COLLEGE AMALAPURAM EAST GODAVARI DISTRICT ANDHRA PRADESH PIN-533201,COASTAL ANDHRA,AMALAPURAM,EAST GODAVARI,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36566316230,N S RAJU INSTITUTE OF ENGINEERING & TECHNOLOGY,MANAGEMENT,"JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY, KAKINADA",POST GRADUATE,MBA,60,DAKAMARRI VILLAGE & PANCHAYAT BHEEMUNIPATNAM MANDAL VISAKHAPATNAM-531162,COASTAL ANDHRA,DAKAMARRI,VISHAKHAPATNAM,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36470336230,RCR INSTITUTE OF MANAGEMENT & TECHNOLOGY,MANAGEMENT,"SRI VENKATESWARA UNIVERSITY, TIRUPATI",POST GRADUATE,MBA,180,"#1, RCR AVENUE, KARAKAMBADI ROAD TIRUPATI PIN: 517 520 RENIGUNTA MANDAL CHITTOOR DISTRICT ANDHRA PRADESH",RAYALASEEMA,TIRUPATI,CHITTOOR,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36566317168,NALANDA INSTITUTE OF P.G.STUDIES,MANAGEMENT,"JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY, KAKINADA",POST GRADUATE,MBA(BANKIING AND FINANCIAL SERVICES),60,"SIDDHARTH NAGAR, KANTEPUDI (V) SATTENAPALLI (M) GUNTUR DISTRICT - 522 438 ANDHRA PRADESH",COASTAL ANDHRA,SATTENAPALLI,GUNTUR,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36566317168,NALANDA INSTITUTE OF P.G.STUDIES,MANAGEMENT,"JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY, KAKINADA",POST GRADUATE,MBA(HEALTH CARE AND HOSPITAL MANAGEMENT),60,"SIDDHARTH NAGAR, KANTEPUDI (V) SATTENAPALLI (M) GUNTUR DISTRICT - 522 438 ANDHRA PRADESH",COASTAL ANDHRA,SATTENAPALLI,GUNTUR,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36566317168,NALANDA INSTITUTE OF P.G.STUDIES,MANAGEMENT,"JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY, KAKINADA",POST GRADUATE,MBA(PHARMACEUTICAL MANAGEMENT),60,"SIDDHARTH NAGAR, KANTEPUDI (V) SATTENAPALLI (M) GUNTUR DISTRICT - 522 438 ANDHRA PRADESH",COASTAL ANDHRA,SATTENAPALLI,GUNTUR,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36471606086,DBB INSTITUTE OF PG STUDIES,MANAGEMENT,"SRI VENKATESWARA UNIVERSITY, TIRUPATI",POST GRADUATE,MBA,120,"NARAYANAVARAM ROAD, PUTTUR",RAYALASEEMA,PUTTUR,CHITTOOR,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36563671804,"DUVVURU RAMANAMMA WOMEN'S DEGREE COLLEGE,GUDUR",MANAGEMENT,"JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY, KAKINADA",POST GRADUATE,MBA,120,Z.P HIGH SCHOOL ROAD GUDUR SPSR NELLORE (DT) PIN-524101,COASTAL ANDHRA,GUDUR,NELLORE,ANDHRA PRADESH,GOVT AIDED,,
1-36472163974,VIGNAN DEGREE COLLEGE,MANAGEMENT,"ACHARYA NAGARJUNA UNIVERSITY, GUNTUR",POST GRADUATE,MBA,60,"SURVEY NO: 359/1A,359/1B PEDAPALAKALURU VILLAGE GUNTUR GUNTUR DISTRICT",COASTAL ANDHRA,GUNTUR,GUNTUR,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36563764199,SRI VASAVI ENGINEERING COLLEGE,MANAGEMENT,"ADIKAVI NANNAYA UNIVERSITY, RAJAHMUNDRY",POST GRADUATE,MBA,240,"PEDATADEPALLI, TADEPALLIGUDEM",COASTAL ANDHRA,TADEPALLIGUDEM,WEST GODAVARI,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36473018985,SIMHADHRI EDUCATIONAL SOCIETY GROUP OF INSTITUTIONS,MANAGEMENT,"JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY, KAKINADA",POST GRADUATE,MBA,90,NARAPADU(V) AMMULUAPALEM(PO) SABBAVARAM(MANDAL) VISAKHAPATNAM(DT),COASTAL ANDHRA,SABBAVARAM,VISHAKHAPATNAM,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36562406674,MAHARAJ VIJAYARAM GAJAPATHI RAJ COLLEGE OF ENGINEERING,MANAGEMENT,"ADIKAVI NANNAYA UNIVERSITY, RAJAHMUNDRY",POST GRADUATE,MBA,60,VIJAYARAM NAGAR CAMPUS CHINTALAVALASA DENKADA MANDAL VIZIANAGARAM 535 005 ANDHRA PRADESH,COASTAL ANDHRA,CHINTALAVALASA,VIZIANAGARAM,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36473135635,NEWTON'S INSTITUTE OF ENGINEERING,MANAGEMENT,"JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY, KAKINADA",POST GRADUATE,MBA,120,ALUGURAJU PALLY VILLAGE KOPPUNORU POST MACHERLA GUNTUR DT,COASTAL ANDHRA,MACHERLA,GUNTUR,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36563230489,"CH.S.D.ST.THERESA'S COLLEGE FOR WOMEN, ELURU",MANAGEMENT,"SRI VENKATESWARA UNIVERSITY, TIRUPATI",POST GRADUATE,MBA (FINANCE MARKETING AND HUMAN RESOURCE MANAGEMENT),60,"GAVARAVARAM, SANIVARAPUPET POST ELURU - 534 003 WEST GODAVARI DISTRICT ANDHRA PRADESH",COASTAL ANDHRA,ELURU,WEST GODAVARI,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36473282617,NOVA COLLEGE OF BUSINESS MANAGEMENT,MANAGEMENT,"JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY, KAKINADA",POST GRADUATE,MBA,240,"7TH CROSS ROAD, KRISHNA VILAS COLONY, KONNAMGUNTA ROAD",COASTAL ANDHRA,VIJAYAWADA,KRISHNA,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36563932410,V.S.M. COLLEGE,MANAGEMENT,"JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY, KAKINADA",POST GRADUATE,MBA,180,V.S.M. COLLEGE RAMACHANDRAPURAM EAST GODAVARI DISTRICT ANDHRA PRADESH PIN: 533 255,COASTAL ANDHRA,RAMACHANDRAPURAM,EAST GODAVARI,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36473427636,D.L.R COLLEGE PG COURSES (MBA PROGRAME),MANAGEMENT,"ADIKAVI NANNAYA UNIVERSITY, RAJAHMUNDRY",POST GRADUATE,MBA,120,"MAIN ROAD, G.MAMIDADA, PEDAPUDI MANDAL, EAST GODAVARI DISTRICT",COASTAL ANDHRA,PEDAPUDI,EAST GODAVARI,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36564067112,MADHURA SAI INSTITUTE OF IT & MANAGEMENT,MANAGEMENT,"SRI VENKATESWARA UNIVERSITY, TIRUPATI",POST GRADUATE,MBA,180,MODAMEEDAPALLI PRODDATUR KADAPA (DT.) PIN: 516360,RAYALASEEMA,PRODDATUR,YSR DISTRICT,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36473566969,SCHOOL OF MANAGEMENT STUDIES- M.R.P.G.COLLEGE,MANAGEMENT,"ANDHRA UNIVERSITY, VISAKHAPATNAM",POST GRADUATE,MBA,60,SIMHACHALAM BUILDING PHOOL BAUGH VIZIANAGARAM VIZIANAGARAM MANDAL VIZIANAGARAM DISTRICT,COASTAL ANDHRA,VIZIANAGARAM,VIZIANAGARAM,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36565379552,MOTHER THERESA INSTITUTE OF MANAGEMENT,MANAGEMENT,"SRI KRISHNADEVARAYA UNIVERSITY, ANANTAPUR",POST GRADUATE,MBA,60,"MELUMOI VILLAGE & POST, PALAMANER - 517408 CHITTOOR DIST, ANDHRA PRADESH.",RAYALASEEMA,PALAMANER,CHITTOOR,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36473590398,BHEEMIREDDY INSTITUTE OF MANAGEMENT SCIENCE,MANAGEMENT,"JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY, ANANTAPUR",POST GRADUATE,MBA,180,"ALLUR ROAD,MANDIGIRI(VIL),SADAPURAM(G.P)",RAYALASEEMA,KURNOOL,KURNOOL,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36564000992,NOVA COLLEGE OF ENGINEERING AND TECHNOLOGY,MANAGEMENT,"JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY, KAKINADA",POST GRADUATE,MBA,120,"IBRAHIMPATNAM, VIJAYAWADA-521456",COASTAL ANDHRA,IBRAHIMPATNAM,KRISHNA,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36474547879,WINGS BUSINESS SCHOOL,MANAGEMENT,"SRI VENKATESWARA UNIVERSITY, TIRUPATI",POST GRADUATE,MBA,180,"KKV PURAM (VIL), RC PURAM(MANDAL), TIRUPATI, CHITTOOR(DIST.), AP",RAYALASEEMA,TIRUPATI,CHITTOOR,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36564034094,CHAITANYA INSTITUTE OF SCIENCE AND TECHNOLOGY,MANAGEMENT,"JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY, ANANTAPUR",POST GRADUATE,MBA,60,MADHAVA PATNAM,COASTAL ANDHRA,MADHAVA PATNAM,EAST GODAVARI,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36474737835,SRI KALAHASTISWARA INSTITUTE OF INFORMATION AND MANAGEMENT SCIENCES(SKIIMS),MANAGEMENT,"SRI VENKATESWARA UNIVERSITY, TIRUPATI",POST GRADUATE,MBA,180,"KAPUGUUNERI, SRIKALAHASTI MANDAL, PIN:517641. ANDHRA PRADESH.",RAYALASEEMA,SRIKALAHASTI,CHITTOOR,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36589608357,"SRI PADMAVATHI COLLEGE OF COMPUTER SCIENCES & TECHNOLOGY, TIRUCHANOOR, TIRUPATI",MANAGEMENT,"SRI VENKATESWARA UNIVERSITY, TIRUPATI",POST GRADUATE,MBA,60,"MOHAN GARDENS, BEHIND R.K.KALYANA MANDAPAM, VAISHNAVI NAGAR, TIRUCHANOOR, TIRUPATI - 517503 CHITTOOR (DIST.) ANDHRA PRADESH.",RAYALASEEMA,TIRUCHANOOR,CHITTOOR,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36474890420,VISAKHA INSTITUTE OF MANAGEMENT SCIENCE,MANAGEMENT,"JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY, KAKINADA",POST GRADUATE,MBA,90,"BODAMETTAPALEM, DAKAMARRI",COASTAL ANDHRA,VISAKHAPATNAM,VISHAKHAPATNAM,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36590000586,SREE VAHINI INSTITUTE OF SCIENCE AND TECHNOLOGY,MANAGEMENT,"JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY, KAKINADA",POST GRADUATE,MBA,60,BEHIND GANESH TEMPLE BYE PASS ROAD TIRUVURU KRISHNA (DT) ANDHRA PRADESH PIN-521235,COASTAL ANDHRA,TIRUVURU,KRISHNA,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36475390880,DON BOSCO.P.G.COLLEGE,MANAGEMENT,"ACHARYA NAGARJUNA UNIVERSITY, GUNTUR",POST GRADUATE,MBA,120,"5TH MILE, PULLADIGUNTA, VATTICHERUKURU GUNTUR -522017",COASTAL ANDHRA,GUNTUR,GUNTUR,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36588764251,MALINENI LAKSHMAIAH MBA COLLEGE,MANAGEMENT,"JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY, KAKINADA",POST GRADUATE,MBA,54,"KANUMALLA(V), SINGARAYAKONDA(MD), PRAKASAM(DT) 523101",COASTAL ANDHRA,SINGARAYAKONDA,PRAKASAM,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36475984808,PB SIDDHARTHA COLLEGE OF ARTS & SCIENCE PG STUDIES,MANAGEMENT,"KRISHNA UNIVERSITY , MACHLLIPATANAM",POST GRADUATE,MBA,60,SIDDHARTHA NAGAR,COASTAL ANDHRA,VIJAYAWADA,KRISHNA,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36475984808,PB SIDDHARTHA COLLEGE OF ARTS & SCIENCE PG STUDIES,MANAGEMENT,"KRISHNA UNIVERSITY , MACHLLIPATANAM",POST GRADUATE,MBA (BUSINESS ANALYTICS),60,SIDDHARTHA NAGAR,COASTAL ANDHRA,VIJAYAWADA,KRISHNA,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36588955283,KGRL COLLEGE:PG COURSES,MANAGEMENT,"ADIKAVI NANNAYA UNIVERSITY, RAJAHMUNDRY",POST GRADUATE,MBA,120,DIRUSUMARRU ROAD BHIMAVARAM WEST GODAVARI DISTRICT AP,COASTAL ANDHRA,BHIMAVARAM,WEST GODAVARI,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36590392650,ST. JOHNS COLLEGE OF ENGINEERING & TECHNOLOGY,MANAGEMENT,"JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY, ANANTAPUR",POST GRADUATE,MBA,120,"YERRAKOTA, YEMMIGANUR",RAYALASEEMA,YEMMIGANUR,KURNOOL,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36476119928,SRI VANI INSTITUTE OF MANAGEMENT AND SCIENCES,MANAGEMENT,"SRI KRISHNADEVARAYA UNIVERSITY, ANANTAPUR",POST GRADUATE,MBA,120,"SRI VANI INSTITUTE OF MANAGEMENT AND SCIENCES, NH-7, KAKKALA PALLI CROSS, ANANTAPUR.",RAYALASEEMA,ANANTAPUR,ANANTAPUR,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
1-36590837412,CSI RAYALASEEMA DIOCESE INSTITUTE OF MANAGEMENT & TECHNOLOGY,MANAGEMENT,"SRI KRISHNADEVARAYA UNIVERSITY, ANANTAPUR",POST GRADUATE,MBA,60,"NH-63, GUNTAKAL ROAD, GOOTY, PIN : 515401 ANANTAPUR DISTICT ANDHRA PRADESH.",COASTAL,GUNTUR,ANANTAPUR,ANDHRA PRADESH,PRIVATE-SELF FINANCING,,
